respondent_id,business_type,city_tier,region,years_of_operation,n_employees,annual_revenue_band,business_size,customer_facing_packaging,decision_maker,n_decision_stakeholders,supplier_approval_formality,purchase_decision_complexity,days_to_approve_supplier,owner_involvement,current_packaging_material,monthly_packaging_spend,order_frequency,monthly_order_volume,current_supplier_type,uses_plastic_packaging,usecase_takeaway,usecase_dinein,usecase_delivery,usecase_retail,usecase_ecommerce,usecase_gifting,usecase_storage,usecase_transport,pref_food_containers,pref_bowls,pref_cups,pref_carry_bags,pref_paper_mailers,pref_corrugated_boxes,pref_meal_trays,pref_protective_packaging,pref_premium_branded,req_food_safe,req_leak_proof,req_heat_resistance,req_strength_durability,req_design_branding,req_compostability,req_appearance,pain_high_cost,pain_poor_quality,pain_delayed_delivery,pain_inconsistent_quality,pain_no_eco_options,pain_poor_customization,pain_limited_reliability,pain_moq_issue,pain_lead_time,sustainability_importance,plastic_impact_awareness,customer_demand_eco,regulatory_pressure_awareness,esg_image_importance,certification_required,lab_test_required,trust_biodegradable_claims,greenwashing_concern,barrier_higher_price,barrier_quality_concern,barrier_current_relationship,barrier_lack_trusted_suppliers,barrier_supply_inconsistency,barrier_lack_awareness,barrier_customer_rejection_fear,barrier_operational_risk,cb_samples,cb_pilot_order,cb_competitive_pricing,cb_bulk_discount,cb_quality_warranty,cb_certification_proof,cb_delivery_reliability,cb_custom_branding,cb_flexible_payment,adoption_intention,likely_adopter,expected_biodegradable_budget,willingness_to_pay_premium_pct,lead_priority_score,feedback_text,referral_count,supplier_pain_score,switching_barrier_score,trust_builder_score,sustainability_mindset_score,packaging_demand_score,price_sensitivity_score,adoption_readiness_score,commercial_value_score,operational_risk_score,customer_visibility_score,product_fit_score,customer_value_segment,adoption_risk_category
ECV1157,Retail Store,Tier 2,South,16,72,10 - 50 Cr,Medium,Yes,Founder / Director,2,High,High,8.0,Always,Plastic,120853,Bi-weekly,529,Distributor,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,4,5,3,3,3,3,4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,1,4,3.0,5,2,Yes,Yes,2,3,3,4,3,2,4,2,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,102060,0.8,36.9,Quality of eco packaging we've tried before was inconsistent and disappointing.,5,5,23,9,3.0,3,5.42,47.64,91.92,12.0,5,21,Medium Value,Cold Lead
ECV1158,Retail Store,Tier 1,South,5,15,2 - 10 Cr,Small,Yes,Procurement Head,2,High,Medium,12.0,Sometimes,Plastic,13402,Bi-weekly,200,Distributor,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,5,3,3,3,4,2,3,Yes,No,No,Yes,No,No,No,No,No,5,3,5.0,4,5,No,No,4,5,4,3,3,4,4,3,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,7942,26.1,55.4,"We are evaluating options, no immediate decision planned this quarter.",4,2,27,9,4.4,3,4.19,52.6,76.52,10.5,6,19,Medium Value,Warm Lead
ECV1159,E-commerce Seller,Tier 1,West,7,89,> 50 Cr,Medium,Yes,Operations Manager,3,High,Low,14.0,Sometimes,Biodegradable (Partial),94316,Weekly,1506,Direct Manufacturer,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,5,3,1,5,3,3,3,No,Yes,Yes,No,No,No,Yes,No,No,3,4,5.0,3,4,Yes,Yes,4,4,3,3,1,5,4,4,4,2,Yes,No,No,No,No,No,Yes,Yes,Yes,4,Yes,70756,16.6,62.7,Happy to try a pilot order if samples are good and certifications check out.,5,3,26,4,3.8,4,3.84,50.55,92.18,9.0,5,24,Medium Value,Warm Lead
ECV1160,Restaurant,Tier 2,South,11,65,> 50 Cr,Medium,Yes,Chef / Kitchen Manager,2,Medium,High,6.0,Always,Mixed (Plastic + Paper),40798,Weekly,674,Distributor,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,4,5,3,3,2,5,5,Yes,No,No,Yes,Yes,No,Yes,No,Yes,4,5,2.0,1,4,No,No,3,4,4,2,5,2,5,2,3,3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,No,23816,14.0,51.4,"Greenwashing is everywhere, hard to trust biodegradable claims without proof.",7,5,26,8,3.2,4,5.800000000000001,46.34,86.31,11.5,5,25,Medium Value,Cold Lead
ECV1161,FMCG / Food Processing,Tier 3,East,31,18,2 - 10 Cr,Small,Yes,Owner,2,Low,High,14.0,Always,Aluminium / Foil,102764,Bi-weekly,434,Direct Manufacturer,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,4,3,4,2,3,3,2,No,No,No,No,Yes,No,No,No,Yes,3,4,2.0,5,4,Yes,No,3,4,5,4,2,3,2,3,4,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,No,61586,6.4,52.4,We tried paper containers but they leaked and customers complained.,5,2,26,8,3.6,5,6.66,46.25,94.78,9.0,7,22,Medium Value,Cold Lead
ECV1162,Cloud Kitchen,Tier 2,West,11,54,2 - 10 Cr,Medium,Yes,Chef / Kitchen Manager,3,Medium,Medium,9.0,Sometimes,Paper / Cardboard,64304,Daily,8861,Local Wholesaler,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,4,4,5,4,4,3,3,No,No,No,Yes,Yes,No,No,No,Yes,4,4,3.0,4,3,No,No,3,4,2,5,5,5,1,3,3,3,No,No,Yes,No,Yes,Yes,Yes,Yes,No,2,No,46526,22.1,56.0,Open to discussion but cost-benefit needs to make sense for our scale.,6,3,27,5,3.6,4,0.79,46.89,89.5,10.5,5,23,Medium Value,Cold Lead
ECV1163,Restaurant,Tier 1,Central,8,12,50L - 2 Cr,Small,Yes,Owner,1,Medium,Medium,5.0,Sometimes,Mixed (Plastic + Paper),30142,Weekly,459,Local Wholesaler,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,2,5,4,1,2,3,Yes,Yes,No,Yes,No,No,Yes,No,No,4,5,3.0,3,3,Yes,Yes,3,5,4,4,2,3,5,3,2,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,17412,17.9,58.8,"Our customers ask for sustainable packaging, so this is a serious option.",3,4,28,9,3.6,7,5.41,47.18,90.2,15.5,4,26,Medium Value,Cold Lead
ECV1164,Hotel,Tier 2,West,1,38,50L - 2 Cr,Small,Yes,Operations Manager,2,Medium,Low,9.0,Sometimes,Plastic,46456,Weekly,619,Direct Manufacturer,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,4,5,5,5,4,4,5,No,No,No,Yes,Yes,No,Yes,No,Yes,3,3,5.0,3,5,Yes,Yes,4,4,5,4,3,3,4,3,1,3,Yes,No,Yes,Yes,No,Yes,No,Yes,No,3,No,44235,16.8,51.9,Considering this as part of our broader sustainability roadmap.,4,4,26,5,3.8,5,6.42,51.7,89.22,12.5,7,28,Medium Value,Warm Lead
ECV1165,Cloud Kitchen,Tier 1,North,6,240,> 50 Cr,Large,Yes,Chef / Kitchen Manager,5,High,High,15.0,Always,Plastic,147563,Weekly,1486,Online Marketplace,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,4,5,3,3,2,2,3,Yes,No,No,No,No,No,Yes,No,No,3,5,3.0,5,4,No,Yes,3,3,2,2,3,4,5,2,3,3,Yes,No,Yes,Yes,No,No,No,No,No,5,Yes,104989,18.0,77.2,Open to switching if pricing is competitive and quality is proven.,8,2,24,3,4.0,5,2.8,53.08,97.31,10.0,6,24,Medium Value,Warm Lead
ECV1166,E-commerce Seller,Tier 2,South,4,14,2 - 10 Cr,Small,Yes,Procurement Head,1,High,Low,11.0,Always,Paper / Cardboard,49838,Bi-weekly,328,Local Wholesaler,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4,5,4,3,4,3,2,No,Yes,No,Yes,No,Yes,No,No,Yes,5,3,3.0,3,3,Yes,Yes,3,3,3,2,3,3,3,2,3,4,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3,No,36097,22.2,60.8,Open to discussion but cost-benefit needs to make sense for our scale.,4,4,23,6,3.4,6,2.880000000000001,49.38,91.72,10.5,8,27,Medium Value,Cold Lead
ECV1167,E-commerce Seller,Tier 2,East,6,7,< 50L,Micro,Yes,Owner,1,High,Low,6.0,Rarely,Biodegradable (Partial),15233,Weekly,302,Distributor,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,5,3,5,3,2,1,3,No,No,No,No,No,No,No,Yes,No,4,4,5.0,2,4,Yes,Yes,4,2,5,3,2,4,2,3,3,3,Yes,Yes,No,No,Yes,No,No,No,Yes,1,No,10280,11.7,42.5,"Greenwashing is everywhere, hard to trust biodegradable claims without proof.",4,1,25,4,3.8,3,6.13,45.16,77.42,8.0,7,18,Medium Value,Cold Lead
ECV1168,Cloud Kitchen,Tier 2,North,5,10,50L - 2 Cr,Small,Yes,Operations Manager,1,Low,Medium,15.0,Always,Paper / Cardboard,37249,Bi-weekly,215,Distributor,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,4,5,4,5,4,3,3,No,Yes,No,Yes,No,No,No,Yes,Yes,4,3,4.0,5,4,Yes,Yes,3,3,4,5,4,3,3,1,1,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,No,32344,17.5,54.5,Need to see samples and understand the supply terms before committing.,6,4,23,7,4.0,4,4.65,56.23,85.68,11.5,8,25,Medium Value,Warm Lead
ECV1169,FMCG / Food Processing,Tier 3,South,11,37,50L - 2 Cr,Small,No,Chef / Kitchen Manager,1,High,High,6.0,Rarely,Aluminium / Foil,65894,Quarterly,200,Direct Manufacturer,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,3,3,3,2,2,4,5,Yes,No,No,No,Yes,No,No,No,No,3,4,4.0,3,5,No,Yes,3,4,4,2,3,4,3,5,3,3,Yes,Yes,Yes,Yes,No,Yes,No,No,No,4,Yes,37875,12.3,59.9,Open to switching if pricing is competitive and quality is proven.,4,2,27,5,3.8,4,5.17,41.31,85.67,8.0,0,20,Medium Value,Cold Lead
ECV1170,Cloud Kitchen,Tier 2,South,6,80,2 - 10 Cr,Medium,Yes,Committee,3,Medium,High,13.0,Sometimes,Mixed (Plastic + Paper),136433,Monthly,271,Local Wholesaler,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,5,5,4,4,2,2,3,Yes,No,No,No,Yes,No,Yes,Yes,No,4,5,3.0,3,4,No,Yes,3,4,2,5,4,3,3,2,1,2,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4,Yes,101701,29.1,69.8,"Our customers ask for sustainable packaging, so this is a serious option.",3,4,22,7,3.8,5,0.8900000000000001,56.19,96.77,10.0,6,26,Medium Value,Warm Lead
ECV1171,Caterer,Tier 2,North,3,46,2 - 10 Cr,Small,Yes,Operations Manager,1,Medium,Low,2.0,Sometimes,Plastic,19174,Monthly,200,Direct Manufacturer,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,5,2,4,4,4,3,4,Yes,Yes,No,No,No,No,Yes,Yes,No,2,3,3.0,1,5,Yes,No,3,4,4,4,5,4,5,3,4,3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1,No,16949,6.5,35.0,Biodegradable options are too expensive for our margins right now.,5,4,32,7,2.8,3,6.55,33.83,79.03,12.0,6,20,Medium Value,Cold Lead
ECV1172,Cloud Kitchen,Tier 2,East,13,8,< 50L,Micro,Yes,Owner,1,Medium,Medium,7.0,Always,Mixed (Plastic + Paper),15044,Monthly,200,Direct Manufacturer,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,4,5,3,5,3,3,2,Yes,No,No,Yes,No,No,Yes,No,Yes,4,5,4.0,5,3,No,No,3,2,5,4,3,4,4,2,1,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,No,8591,14.1,45.6,"Our current supplier is reliable, switching feels risky and unnecessary.",4,4,25,8,4.2,4,6.6899999999999995,55.94,79.33,11.5,5,25,Medium Value,Warm Lead
ECV1173,FMCG / Food Processing,Tier 3,North,2,79,10 - 50 Cr,Medium,Yes,Operations Manager,2,High,Medium,11.0,Rarely,Mixed (Plastic + Paper),116170,Weekly,1994,Local Wholesaler,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,5,4,4,3,1,4,5,Yes,Yes,No,Yes,No,No,Yes,Yes,No,2,4,4.0,4,4,No,Yes,3,5,4,4,3,3,3,2,4,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,No,89915,14.4,54.6,Considering this as part of our broader sustainability roadmap.,4,5,27,7,3.6,4,4.960000000000001,51.6,93.64,12.5,4,24,Medium Value,Warm Lead
ECV1174,Restaurant,Tier 3,East,7,10,50L - 2 Cr,Small,Yes,Operations Manager,1,Low,Low,11.0,Rarely,Plastic,17165,Bi-weekly,200,Online Marketplace,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,5,2,4,4,3,5,No,No,Yes,No,No,No,Yes,No,Yes,3,3,2.0,1,4,Yes,Yes,1,3,3,3,2,3,3,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2,No,11819,12.9,39.7,Cost pressure is too high to absorb a price premium for green packaging.,3,3,23,8,2.6,7,3.8100000000000005,36.5,86.25,9.0,8,30,Medium Value,Cold Lead
ECV1175,Restaurant,Tier 1,North,6,24,> 50 Cr,Small,Yes,Owner,2,Medium,High,11.0,Sometimes,Plastic,57054,Bi-weekly,252,Multiple Small Suppliers,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,5,5,5,3,1,5,4,Yes,Yes,No,No,Yes,No,No,Yes,Yes,3,5,4.0,4,5,Yes,Yes,4,3,4,3,3,3,5,3,2,3,No,No,Yes,Yes,Yes,Yes,No,Yes,No,4,Yes,49602,16.3,61.7,Looking for reliable suppliers with consistent quality and good lead times.,7,5,26,5,4.2,5,5.57,58.74,90.66,11.0,5,28,Medium Value,Warm Lead
ECV1176,Café,Tier 2,West,9,111,2 - 10 Cr,Medium,Yes,Founder / Director,3,Low,Medium,28.0,Sometimes,Plastic,29239,Quarterly,200,Local Wholesaler,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,4,5,3,3,4,5,5,Yes,No,No,Yes,Yes,No,Yes,Yes,No,2,3,3.0,4,3,Yes,No,3,2,3,4,2,2,3,1,3,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,No,25312,9.1,38.5,We tried paper containers but they leaked and customers complained.,4,5,20,8,3.0,4,4.19,48.34,83.98,10.5,6,25,Medium Value,Cold Lead
ECV1177,Other,Tier 1,North,15,48,> 50 Cr,Small,No,Operations Manager,1,Medium,Medium,10.0,Sometimes,Plastic,9014,Weekly,200,Local Wholesaler,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,4,5,4,4,5,3,4,No,Yes,No,No,No,No,No,Yes,No,3,2,2.0,5,5,Yes,Yes,4,2,3,4,3,3,4,3,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,No,5860,11.0,28.3,"Our current supplier is reliable, switching feels risky and unnecessary.",2,2,28,8,3.4,0,4.4,33.33,63.75,12.0,1,16,Low Value,Cold Lead
ECV1178,FMCG / Food Processing,Tier 3,West,34,50,10 - 50 Cr,Medium,Yes,Operations Manager,2,Medium,Low,5.0,Always,Plastic,113178,Weekly,1301,Distributor,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,4,5,4,4,3,5,4,No,No,No,No,Yes,No,No,No,No,2,2,3.0,3,3,Yes,Yes,2,2,2,2,4,2,5,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,No,73952,12.0,47.6,Biodegradable options are too expensive for our margins right now.,7,1,24,8,2.6,4,3.3999999999999995,33.96,93.46,10.0,5,26,Medium Value,Cold Lead
ECV1179,Retail Store,Tier 2,North,8,8,50L - 2 Cr,Micro,Yes,Operations Manager,1,Medium,Medium,1.0,Rarely,Mixed (Plastic + Paper),7817,Monthly,200,Multiple Small Suppliers,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,5,5,4,4,3,5,2,Yes,No,No,Yes,No,Yes,Yes,Yes,No,4,4,4.0,1,3,No,No,3,3,3,4,2,3,5,2,1,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2,No,4083,23.6,40.9,"Greenwashing is everywhere, hard to trust biodegradable claims without proof.",3,5,23,7,3.2,4,3.54,46.76,74.75,13.5,7,27,Low Value,Cold Lead
ECV1180,FMCG / Food Processing,Tier 1,East,4,27,2 - 10 Cr,Small,Yes,Owner,2,Medium,Medium,14.0,Always,Mixed (Plastic + Paper),78140,Bi-weekly,460,Multiple Small Suppliers,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,4,4,4,5,3,4,3,No,Yes,No,No,Yes,No,No,Yes,Yes,4,3,3.0,3,5,Yes,Yes,3,3,4,3,2,4,3,1,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,Yes,49583,20.3,68.2,Happy to try a pilot order if samples are good and certifications check out.,8,4,20,8,3.6,5,4.37,54.72,92.86,7.0,4,27,Medium Value,Warm Lead
ECV1181,FMCG / Food Processing,Tier 1,South,4,98,10 - 50 Cr,Medium,Yes,Operations Manager,2,High,High,5.0,Sometimes,Mixed (Plastic + Paper),148960,Daily,13538,Multiple Small Suppliers,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,5,5,4,2,2,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,5,4,4.0,2,3,No,No,3,4,4,2,4,4,4,4,2,4,No,Yes,No,No,Yes,No,Yes,Yes,Yes,4,Yes,97050,19.9,73.1,"Eco-friendly is the future, we want to be early movers in our segment.",7,6,28,5,3.6,5,4.8100000000000005,53.09,97.38,10.0,5,25,Medium Value,Warm Lead
ECV1182,Caterer,Tier 1,North,4,62,10 - 50 Cr,Medium,Yes,Operations Manager,1,Medium,Low,11.0,Always,Mixed (Plastic + Paper),49729,Weekly,583,Local Wholesaler,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,5,5,4,4,3,4,4,Yes,No,No,No,No,No,Yes,No,No,3,3,4.0,4,4,No,No,4,4,4,5,3,5,4,3,2,3,Yes,Yes,Yes,No,Yes,No,Yes,No,No,3,No,28084,21.4,51.3,Open to discussion but cost-benefit needs to make sense for our scale.,5,2,29,5,3.6,5,4.660000000000001,42.98,89.7,12.0,5,28,Medium Value,Cold Lead
ECV1183,Cloud Kitchen,Tier 2,South,9,82,10 - 50 Cr,Medium,Yes,Operations Manager,3,Medium,Medium,20.0,Sometimes,Plastic,147179,Weekly,2265,Multiple Small Suppliers,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,5,4,4,4,5,4,5,Yes,No,No,No,Yes,Yes,No,Yes,No,3,5,2.0,1,2,Yes,Yes,3,4,3,3,3,4,4,1,1,3,Yes,No,Yes,No,No,No,Yes,Yes,Yes,5,Yes,102064,19.1,68.5,Happy to try a pilot order if samples are good and certifications check out.,7,4,22,5,2.6,4,3.59,41.88,95.3,10.0,5,25,Medium Value,Cold Lead
ECV1184,E-commerce Seller,Tier 1,West,1,43,10 - 50 Cr,Small,Yes,Procurement Head,1,Medium,Medium,13.0,Sometimes,Mixed (Plastic + Paper),55450,Bi-weekly,490,Direct Manufacturer,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,3,4,4,3,3,3,3,Yes,No,Yes,No,No,No,Yes,No,No,4,4,3.0,3,5,Yes,No,2,3,4,4,5,2,4,3,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,Yes,33966,19.0,67.0,Bulk pricing and dependable delivery will be the deciding factor for us.,5,3,32,7,3.8,1,4.9,45.11,82.46,13.0,6,15,Medium Value,Cold Lead
ECV1185,Retail Store,Tier 1,Central,2,99,10 - 50 Cr,Medium,Yes,Operations Manager,2,Medium,Low,6.0,Sometimes,Mixed (Plastic + Paper),44857,Monthly,200,Local Wholesaler,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,5,3,2,5,2,5,5,Yes,No,Yes,No,No,No,No,Yes,No,3,4,4.0,2,2,No,Yes,1,3,4,5,2,2,4,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4,Yes,30004,9.3,56.5,We need eco-friendly packaging to meet customer expectations.,6,3,23,7,3.0,3,5.870000000000001,42.45,84.98,11.0,5,24,Medium Value,Cold Lead
ECV1186,Cloud Kitchen,Tier 3,South,9,8,2 - 10 Cr,Micro,Yes,Procurement Head,1,Medium,Medium,13.0,Always,Plastic,23258,Bi-weekly,200,Distributor,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,4,4,4,3,4,4,3,Yes,No,No,No,No,No,No,Yes,No,3,4,4.0,3,2,Yes,Yes,2,5,3,4,2,4,5,5,1,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,No,12142,13.5,42.2,"Our current supplier is reliable, switching feels risky and unnecessary.",3,2,27,7,3.2,5,4.550000000000001,38.87,84.38,12.0,5,25,Medium Value,Cold Lead
ECV1187,Restaurant,Tier 2,North,14,36,2 - 10 Cr,Small,Yes,Founder / Director,2,Medium,Medium,13.0,Always,Mixed (Plastic + Paper),16953,Monthly,200,Direct Manufacturer,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,3,4,3,4,4,2,4,No,No,No,No,Yes,No,Yes,Yes,Yes,3,3,4.0,3,5,Yes,Yes,2,2,3,5,4,3,4,2,1,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,2,No,12449,18.5,43.0,Biodegradable options are too expensive for our margins right now.,3,4,26,6,3.6,5,3.65,48.09,82.17,13.0,5,23,Medium Value,Cold Lead
ECV1188,Retail Store,Tier 1,West,14,70,> 50 Cr,Medium,Yes,Operations Manager,2,High,Low,7.0,Always,Paper / Cardboard,56933,Weekly,534,Online Marketplace,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,4,5,4,4,3,4,5,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,3,3.0,4,3,Yes,No,4,1,2,3,5,2,5,1,2,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,No,47745,9.3,43.5,Biodegradable options are too expensive for our margins right now.,3,6,23,7,3.2,3,3.6699999999999995,51.14,86.65,12.5,7,23,Medium Value,Warm Lead
ECV1189,Cloud Kitchen,Tier 1,East,8,5,50L - 2 Cr,Micro,No,Operations Manager,1,High,Medium,6.0,Rarely,Plastic,12993,Daily,801,Distributor,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,4,5,4,4,3,3,3,Yes,No,No,No,Yes,No,No,No,No,3,3,5.0,3,3,Yes,No,4,2,5,5,4,4,3,4,1,3,Yes,Yes,Yes,No,Yes,Yes,No,No,No,1,No,7639,12.4,35.0,We tried paper containers but they leaked and customers complained.,4,2,29,5,3.4,4,6.46,32.97,74.31,11.0,3,24,Low Value,Cold Lead
ECV1190,FMCG / Food Processing,Tier 3,North,13,2,< 50L,Micro,Yes,Founder / Director,1,Medium,Low,10.0,Always,Biodegradable (Partial),30777,Weekly,541,Local Wholesaler,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,3,5,4,5,4,4,4,Yes,Yes,No,No,No,No,No,No,No,3,4,3.0,3,2,No,No,4,4,5,3,3,5,4,3,3,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,No,12939,2.8,41.3,"Our current supplier is reliable, switching feels risky and unnecessary.",5,2,30,7,3.0,4,7.819999999999999,34.4,84.34,11.0,8,25,Medium Value,Cold Lead
ECV1191,Cloud Kitchen,Tier 2,West,16,181,10 - 50 Cr,Medium,Yes,Operations Manager,5,High,Low,19.0,Rarely,Plastic,54787,Weekly,940,Direct Manufacturer,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,4,5,4,3,1,3,2,No,No,No,No,Yes,No,No,No,Yes,5,3,5.0,3,4,Yes,Yes,3,3,3,3,4,4,2,2,3,4,Yes,Yes,Yes,No,No,Yes,No,Yes,No,5,Yes,44987,22.1,71.1,Looking for reliable suppliers with consistent quality and good lead times.,6,2,25,5,4.0,5,2.49,51.09,90.38,9.0,5,25,Medium Value,Warm Lead
ECV1192,Restaurant,Tier 2,East,5,49,2 - 10 Cr,Small,Yes,Operations Manager,3,High,Medium,17.0,Always,Mixed (Plastic + Paper),25335,Monthly,200,Local Wholesaler,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,4,4,3,2,3,No,No,No,No,No,No,No,Yes,No,4,5,3.0,5,4,Yes,Yes,1,2,4,4,3,4,1,3,3,3,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,3,No,20598,15.7,51.4,"We are evaluating options, no immediate decision planned this quarter.",5,1,25,6,4.2,7,4.030000000000001,50.57,88.98,8.0,6,28,Medium Value,Warm Lead
ECV1193,E-commerce Seller,Tier 1,West,15,4,50L - 2 Cr,Micro,Yes,Chef / Kitchen Manager,1,Low,High,16.0,Rarely,Paper / Cardboard,278941,Bi-weekly,388,Distributor,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,4,3,4,1,5,4,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,5,4,4.0,4,5,Yes,Yes,3,4,5,3,5,3,5,3,1,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,Yes,29416,20.4,70.9,Open to switching if pricing is competitive and quality is proven.,5,6,29,7,4.4,6,6.46,62.65,103.77,12.0,6,30,High Value,Warm Lead
